15/12/2023 20:24:54.213 --- com.fh.hometask.users.Customer --- INFO: Customer added: ID 1, name: John, age: 25
15/12/2023 20:24:54.223 --- com.fh.hometask.users.Customer --- INFO: Customer added: ID 2, name: Micheal, age: 49
15/12/2023 20:24:54.318 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 1, timeSlot: 2023-12-16T09:00, name: null, booked: false
15/12/2023 20:24:54.323 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 2, timeSlot: 2023-12-16T10:00, name: null, booked: false
15/12/2023 20:24:54.328 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 3, timeSlot: 2023-12-16T11:00, name: null, booked: false
15/12/2023 20:24:54.343 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 4, timeSlot: 2023-12-16T12:00, name: null, booked: false
15/12/2023 20:24:54.349 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 5, timeSlot: 2023-12-16T13:00, name: null, booked: false
15/12/2023 20:24:54.352 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 6, timeSlot: 2023-12-16T14:00, name: null, booked: false
15/12/2023 20:24:54.354 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 7, timeSlot: 2023-12-16T15:00, name: null, booked: false
15/12/2023 20:24:54.359 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 8, timeSlot: 2023-12-16T16:00, name: null, booked: false
15/12/2023 20:24:54.366 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 9, timeSlot: 2023-12-16T17:00, name: null, booked: false
15/12/2023 20:24:54.367 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 10, timeSlot: 2023-12-16T18:00, name: null, booked: false
15/12/2023 20:24:54.371 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 11, timeSlot: 2023-12-16T19:00, name: null, booked: false
15/12/2023 20:24:54.376 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 12, timeSlot: 2023-12-16T20:00, name: null, booked: false
15/12/2023 20:24:54.382 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 13, timeSlot: 2023-12-16T21:00, name: null, booked: false
15/12/2023 20:24:54.383 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 14, timeSlot: 2023-12-16T22:00, name: null, booked: false
15/12/2023 20:24:54.386 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 15, timeSlot: 2023-12-17T09:00, name: null, booked: false
15/12/2023 20:24:54.392 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 16, timeSlot: 2023-12-17T10:00, name: null, booked: false
15/12/2023 20:24:54.397 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 17, timeSlot: 2023-12-17T11:00, name: null, booked: false
15/12/2023 20:24:54.401 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 18, timeSlot: 2023-12-17T12:00, name: null, booked: false
15/12/2023 20:24:54.404 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 19, timeSlot: 2023-12-17T13:00, name: null, booked: false
15/12/2023 20:24:54.411 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 20, timeSlot: 2023-12-17T14:00, name: null, booked: false
15/12/2023 20:24:54.417 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 21, timeSlot: 2023-12-17T15:00, name: null, booked: false
15/12/2023 20:24:54.419 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 22, timeSlot: 2023-12-17T16:00, name: null, booked: false
15/12/2023 20:24:54.423 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 23, timeSlot: 2023-12-17T17:00, name: null, booked: false
15/12/2023 20:24:54.429 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 24, timeSlot: 2023-12-17T18:00, name: null, booked: false
15/12/2023 20:24:54.435 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 25, timeSlot: 2023-12-17T19:00, name: null, booked: false
15/12/2023 20:24:54.439 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 26, timeSlot: 2023-12-17T20:00, name: null, booked: false
15/12/2023 20:24:54.441 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 27, timeSlot: 2023-12-17T21:00, name: null, booked: false
15/12/2023 20:24:54.447 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 28, timeSlot: 2023-12-17T22:00, name: null, booked: false
15/12/2023 20:24:54.450 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 29, timeSlot: 2023-12-18T09:00, name: null, booked: false
15/12/2023 20:24:54.451 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 30, timeSlot: 2023-12-18T10:00, name: null, booked: false
15/12/2023 20:24:54.455 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 31, timeSlot: 2023-12-18T11:00, name: null, booked: false
15/12/2023 20:24:54.459 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 32, timeSlot: 2023-12-18T12:00, name: null, booked: false
15/12/2023 20:24:54.466 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 33, timeSlot: 2023-12-18T13:00, name: null, booked: false
15/12/2023 20:24:54.471 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 34, timeSlot: 2023-12-18T14:00, name: null, booked: false
15/12/2023 20:24:54.473 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 35, timeSlot: 2023-12-18T15:00, name: null, booked: false
15/12/2023 20:24:54.481 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 36, timeSlot: 2023-12-18T16:00, name: null, booked: false
15/12/2023 20:24:54.488 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 37, timeSlot: 2023-12-18T17:00, name: null, booked: false
15/12/2023 20:24:54.493 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 38, timeSlot: 2023-12-18T18:00, name: null, booked: false
15/12/2023 20:24:54.499 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 39, timeSlot: 2023-12-18T19:00, name: null, booked: false
15/12/2023 20:24:54.506 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 40, timeSlot: 2023-12-18T20:00, name: null, booked: false
15/12/2023 20:24:54.509 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 41, timeSlot: 2023-12-18T21:00, name: null, booked: false
15/12/2023 20:24:54.511 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 42, timeSlot: 2023-12-18T22:00, name: null, booked: false
15/12/2023 20:24:54.514 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 43, timeSlot: 2023-12-19T09:00, name: null, booked: false
15/12/2023 20:24:54.519 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 44, timeSlot: 2023-12-19T10:00, name: null, booked: false
15/12/2023 20:24:54.523 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 45, timeSlot: 2023-12-19T11:00, name: null, booked: false
15/12/2023 20:24:54.527 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 46, timeSlot: 2023-12-19T12:00, name: null, booked: false
15/12/2023 20:24:54.531 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 47, timeSlot: 2023-12-19T13:00, name: null, booked: false
15/12/2023 20:24:54.536 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 48, timeSlot: 2023-12-19T14:00, name: null, booked: false
15/12/2023 20:24:54.544 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 49, timeSlot: 2023-12-19T15:00, name: null, booked: false
15/12/2023 20:24:54.549 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 50, timeSlot: 2023-12-19T16:00, name: null, booked: false
15/12/2023 20:24:54.553 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 51, timeSlot: 2023-12-19T17:00, name: null, booked: false
15/12/2023 20:24:54.555 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 52, timeSlot: 2023-12-19T18:00, name: null, booked: false
15/12/2023 20:24:54.560 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 53, timeSlot: 2023-12-19T19:00, name: null, booked: false
15/12/2023 20:24:54.564 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 54, timeSlot: 2023-12-19T20:00, name: null, booked: false
15/12/2023 20:24:54.566 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 55, timeSlot: 2023-12-19T21:00, name: null, booked: false
15/12/2023 20:24:54.569 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 56, timeSlot: 2023-12-19T22:00, name: null, booked: false
15/12/2023 20:24:54.570 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 57, timeSlot: 2023-12-20T09:00, name: null, booked: false
15/12/2023 20:24:54.571 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 58, timeSlot: 2023-12-20T10:00, name: null, booked: false
15/12/2023 20:24:54.575 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 59, timeSlot: 2023-12-20T11:00, name: null, booked: false
15/12/2023 20:24:54.578 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 60, timeSlot: 2023-12-20T12:00, name: null, booked: false
15/12/2023 20:24:54.581 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 61, timeSlot: 2023-12-20T13:00, name: null, booked: false
15/12/2023 20:24:54.584 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 62, timeSlot: 2023-12-20T14:00, name: null, booked: false
15/12/2023 20:24:54.587 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 63, timeSlot: 2023-12-20T15:00, name: null, booked: false
15/12/2023 20:24:54.588 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 64, timeSlot: 2023-12-20T16:00, name: null, booked: false
15/12/2023 20:24:54.591 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 65, timeSlot: 2023-12-20T17:00, name: null, booked: false
15/12/2023 20:24:54.593 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 66, timeSlot: 2023-12-20T18:00, name: null, booked: false
15/12/2023 20:24:54.598 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 67, timeSlot: 2023-12-20T19:00, name: null, booked: false
15/12/2023 20:24:54.598 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 68, timeSlot: 2023-12-20T20:00, name: null, booked: false
15/12/2023 20:24:54.601 --- com.fh.hometask.booking.Timeslot --- INFO: New timeslot added: ID 69, timeSlot: 2023-12-20T21:00, name: null, booked: false
